source	target
1576	RNU1-7P
1576	RP11-431K24.3
1595	RNU6-991P
1602	SLC45A1
1632	RERE
1632	RP5-1115A15.1
1658	RP5-1115A15.2
1658	SNORA77
1761	RERE
1774	ENO1-AS1
1774	ENO1
1774	ENO1-IT1
1776	RNU6-304P
1784	CA6
1795	SLC2A7
1804	SLC2A5
1811	GPR157
1814	MIR34A
1829	H6PD
1839	Z98044.1
1842	SPSB1
1885	SLC25A33
1904	TMEM201
1943	CLSTN1
1946	RP11-84A14.5
1957	CTNNBIP1
1962	LZIC
1962	NMNAT1
1962	RN7SKP269
1962	RP11-84A14.4
1978	UBE4B
2013	RNU6-828P
2051	RNU6-37P
2074	PGD
2074	RN7SL721P
2083	APITD1-CORT
2083	APITD1
2083	RP4-736L20.3
2084	APITD1-CORT
2084	APITD1
2084	CORT
2089	RP5-1113E3.3
2092	DFFA
2092	PEX14
2140	CASZ1
2156	CASZ1
2181	C1orf127
2183	TARDBP
2184	MASP2
2184	RP4-635E18.8
2185	SRM
2196	EXOSC10
2196	RP4-635E18.6
2204	MTOR-AS1
2204	MTOR
2208	RNU6-537P
2217	ANGPTL7
2227	RNU6-291P
2234	MTOR
2280	PTCHD2
2317	FBXO2
2317	FBXO44
2320	FBXO6
2324	DRAXIN
2324	MAD2L2
2331	AGTRAP
2335	C1orf167
2341	C1orf167
2341	RP11-56N19.5
2345	CLCN6
2345	MTHFR
2351	NPPA-AS1
2351	NPPA
2354	NPPB
2364	RNU5E-1
2364	RNU5E-4P
2368	KIAA2013
2369	PLOD1
2371	MFN2
2376	MIIP
2376	RP5-1077B9.5
2382	TNFRSF8
2386	RNU6-777P
2386	RP11-426M1.2
2405	TNFRSF1B
2414	VPS13D
2497	SNORA59A
2509	RNU6ATAC18P
2515	DHRS3
2515	RP11-474O21.5
2518	AADACL4
2535	AADACL3
2541	C1orf158
2550	PRAMEF12
2816	LRRC38
2816	RP4-597A16.2
2830	PDPN
2859	PRDM2
2859	SCARNA11
2991	RNU6-1265P
3150	KAZN
3280	TMEM51-AS1
3280	TMEM51
3282	C1orf195
3293	FHAD1
3315	RP3-467K16.7
3317	FHAD1
3317	RP3-467K16.2
3324	EFHD2
3324	RP3-467K16.4
3329	CTRC
3334	CELA2A
3343	CASP9
3343	DNAJC16
3344	SCARNA21
3352	AGMAT
3362	RNU7-179P
3367	DDI2
3379	RSC1A1
3389	AL121992.1
3389	PLEKHM2
3389	RP4-680D5.9
3396	RP11-288I21.1
3396	SLC25A34
3397	RP11-169K16.4
3397	SLC25A34
3397	TMEM82
3398	FBLIM1
3412	RP11-169K16.9
3412	SPEN
3447	C1orf64
3448	CLCNKA
3448	HSPB7
3448	RP11-5P18.5
3450	CLCNKB
3450	RP11-5P18.10
3456	FAM131C
3467	EPHA2
3467	RP11-276H7.2
3468	RP11-276H7.3
3472	ARHGEF19-AS1
3475	ARHGEF19
3476	ANO7P1
3479	C1orf134
3480	RSG1
3506	FBXO42
3506	SZRD1
3525	SPATA21
3526	NECAP2
3644	MFAP2
3644	RP1-37C10.3
3648	ATP13A2
3657	SDHB
3666	PADI2
3683	PADI1
3690	PADI3
3705	PADI4
3722	RP1-20B21.4
3726	RCC2
3739	ARHGEF10L
3884	IGSF21
3897	RP11-174G17
3953	KLHDC7A
3982	PAX7
4044	TAS1R2
4051	ALDH4A1
4051	MIR1290
4059	IFFO2
4120	RP1-43E13.2
4120	UBR4
4128	EMC1
4128	MRTO4
4141	AKR7A2
4141	PQLC2
4141	RN7SL85P
4141	RNU6-1099P
4191	CAPZB
4196	RNU4-28P
4207	MINOS1
4207	MINOS1-NBL1
4207	RP5-1056L3.1
4216	NBL1
4219	HTR6
4245	TMCO4
4250	RNF186
4250	RP11-91K11.2
4265	OTUD3
4276	PLA2G2E
4288	PLA2G2A
4325	PLA2G2D
4327	PLA2G2F
4330	RP3-340N1.2
4343	PLA2G2C
4345	UBXN10-AS1
4345	UBXN10
4370	VWA5B1
4377	RP4-745E8.2
4421	CAMK2N1
4422	MUL1
4433	FAM43B
4442	CDA
4450	PINK1
4455	DDOST
4455	KIF17
4466	RP5-930J4.2
4466	SH2D5
4468	RP5-930J4.4
4478	HP1BP3
4492	RNU7-200P
4528	MIR1256
4585	AL031005.1
4585	EIF4G3
4599	RP3-329E20.2
4603	ECE1
4603	RP5-1071N3.1
4614	ECE1
4648	ALPL
4661	AL359815.1
4661	RP11-63N8.3
4674	RAP1GAP
4713	USP48
4721	HSPG2
4721	LDLRAD2
4735	HSPG2
4757	CDC42
4783	WNT4
4870	EPHA8
4883	C1QA
4883	C1QC
4886	C1QB
4899	EPHB2
4909	AL611946.1
4927	RP11-69E9.1
4943	LACTBL1
4952	C1orf234
4952	KDM1A
5004	RNU6-514P
5005	RNU6-135P
5007	LUZP1
5016	HTR1D
5072	HNRNPR
5079	C1orf213
5079	RP5-1057J7.7
5079	ZNF436
5087	TCEA3
5094	ASAP3
5105	E2F2
5111	ID3
5117	MDS2
5138	RPL11
5150	TCEB3
5156	PITHD1
5156	RP5-886K2.3
5161	LYPLA2
5163	GALE
5163	LYPLA2
5182	FUCA1
5183	RN7SL24P
5196	CNR2
5196	PNRC2
5202	SRSF10
5216	MYOM3
5216	RP11-293P20.4
5226	MYOM3
5233	IL22RA1
5243	IFNLR1
5274	GRHL3
5274	RP11-10N16.3
5301	NIPAL3
5301	STPG1
5302	STPG1
5325	RCAN3
5338	NCMAP
5338	RP4-594I10.3
5348	SRRM1
5363	SRRM1
5373	CLIC4
5382	RNU6-1208P
5419	RP11-84D1.1
5419	RUNX3
5478	RP4-706G24.1
5484	C1orf63
5484	RP3-465N24.6
5484	SYF2
5522	RHCE
5522	TMEM57
5548	LDLRAP1
5561	MAN1C1
5567	RP1-187B23.1
5602	SEPN1
5606	AL020996.1
5606	MTFR1L
5606	RP1-317E23.3
5606	RP1-317E23.6
5606	SEPN1
5616	AUNIP
5616	RP1-125I3.2
5620	PAQR7
5631	MIR3917
5631	STMN1
5658	PAFAH2
5660	SCARNA17
5660	SCARNA18
5661	EXTL1
5666	SLC30A2
5671	TRIM63
5681	PDIK1L
5691	FAM110D
5693	RP11-96L14.7
5693	ZNF593
5694	CATSPER4
5694	CNKSR1
5702	CEP85
5720	SH3BGRL3
5728	CD52
5728	UBXN11
5736	AIM1L
5739	ZNF683
5751	LIN28A
5755	DHDDS
5767	RP3-476K8.3
5769	HMGN2
5779	RPS6KA1
5782	MIR1976
5782	RPS6KA1
5816	ARID1A
5816	RP5-968P14.2
5840	PIGV
5845	ZDHHC18
5854	SFN
5855	RP1-50O24.6
5860	GPATCH3
5860	GPN2
5861	GPATCH3
5861	NUDC
5864	NR0B2
5864	NUDC
5869	C1orf172
5880	FAM46B
5925	RP11-40H20.4
5925	WDTC1
5946	TMEM222
5947	RNU6-48P
5947	RP11-4K3__A.5
5951	SYTL1
5953	CD164L2
5953	FCN3
5953	MAP3K6
5955	GPR3
5955	RP1-144C9.2
5983	WASF2
5986	RP1-159A19.4
6008	AHDC1
6015	RP11-288L9.4
6016	IFI6
6016	RNU6-949P
6043	PPP1R8
6043	RNU6-1245P
6045	SCARNA1
6050	THEMIS2
6058	RPA2
6061	SMPDL3B
6064	RP11-460I13.2
6064	XKR8
6093	EYA3
6102	RNU6-176P
6102	RNU7-29P
6113	PTAFR
6114	AL353354.1
6114	AL353354.2
6118	DNAJC8
6119	ATPIF1
6127	SESN2
6137	MED18
6142	PHACTR4
6167	RNU6ATAC27P
6172	PRDX3P2
6172	RCC1
6172	SNHG3
6172	SNORA73B
6173	TRNAU1AP
6175	SNORD99
6176	SNHG12
6177	SNHG12
6179	RAB42
6187	RNU11
6187	RP11-442N24__B.1
6187	TAF12
6188	GMEB1
6190	SCARNA24
6201	YTHDF2
6211	OPRD1
6222	RP1-212P9.3
6224	EPB41
6282	TMEM200B
6285	RP11-242O24.5
6285	SRSF4
6291	SRSF4
6303	MECR
6303	RP11-467D18.2
6305	MECR
6307	PTPRU
6310	AL645859.1
6386	AC092265.1
6450	AL645944.1
6638	MATN1-AS1
6638	MATN1
6639	MATN1-AS1
6639	MATN1
6645	LAPTM5
6677	RP1-65J11.5
6685	SDC3
6696	PUM1
6696	SNORD103A
6697	SNORD103B
6702	SNORD85
6726	PUM1
6749	NKAIN1
6766	SNRNP40
6766	ZCCHC17
6774	RP11-266K22.2
6782	FABP3
6789	SERINC2
6809	RNU6-40P
6809	RP11-439L8.3
6828	RP11-73M7.1
6828	TINAGL1
6837	HCRTR1
6843	PEF1
6843	RP11-73M7.6
6843	RP11-73M7.9
6847	COL16A1
6847	RP11-73M7.6
6853	COL16A1
6864	BAI2
6866	RP11-84A19.3
6887	AL136115.1
6899	PTP4A2
6914	KHDRBS1
6931	RP11-277A4.4
6931	TMEM39B
6937	KPNA6
6956	TXLNA
6960	CCDC28B
6961	IQCC
6961	RP4-622L5.7
6962	DCDC2B
6962	EIF3I
6962	RP4-622L5.7
6962	TMEM234
6966	FAM167B
6967	LCK
6974	HDAC1
6983	HDAC1
6983	MARCKSL1
6984	RP4-811H24.9
6984	TSSK3
6985	FAM229A
6985	TSSK3
6991	BSDC1
7004	RP1-27O5.3
7004	ZBTB8B
7018	ZBTB8A
7040	ZBTB8OS
7041	RBBP4
7049	SYNC
7056	RP11-114B7.6
7057	KIAA1522
7070	S100PBP
7070	YARS
7080	FNDC5
7083	HPCA
7083	TMEM54
7100	RNF19B
7125	ADC
7125	AK2
7140	TRIM62
7156	ZNF362
7170	A3GALT2
7170	RP11-415J8.3
7192	PHC2
7194	AL138837.1
7201	TLR12P
7201	ZSCAN20
7314	HMGB4
7314	RP5-1007G16.1
7419	C1orf94
7419	CSMD2
7424	AC115286.1
7424	C1orf94
7591	MIR552
7615	GJB5
7616	GJB4
7620	AL121988.1
7621	GJA4
7621	GJB3
7621	RP1-34M23.5
7633	RP5-997D16.2
7634	SMIM12
7650	DLGAP3
7654	SNORD112
7668	RP11-244H3.1
7668	ZMYM6NB
7677	RP11-244H3.4
7677	ZMYM6
7681	ZMYM1
7709	SFPQ
7720	ZMYM4
7728	SNORA62
7745	ZMYM4-AS1
7804	KIAA0319L
7804	NCDN
7811	RP4-728D4.2
7811	TFAP2E
7825	PSMB2
7840	C1orf216
7849	RP11-435D7.3
7861	AGO4
7879	AGO1
7894	AGO3
7894	RP4-789D17.5
7930	ADPRHL2
7930	RP4-665N4.4
7930	TEKT2
7937	COL8A2
7942	MAP7D1
7942	TRAPPC3
7953	THRAP3
7976	EVA1B
7976	RP11-268J15.5
7976	SH3D21
7984	STK40
7990	LSM10
7991	RNU4-27P
7994	OSCP1
7994	SNORA63
8003	OSCP1
8007	CSF3R
8007	MRPS15
8009	CSF3R
8085	RP4-614N24.1
8137	GRIK3
8254	LINC01137
8254	ZC3H12A
8266	MEAF6
8273	DNALI1
8273	RP3-423B22.5
8283	GNL2
8310	C1orf109
8310	CDCA8
8332	EPHA10
8336	MANEAL
8338	RP11-109P14.9
8339	C1orf122
8339	YRDC
8356	MTF1
8356	RP11-109P14.10
8359	RNU6-584P
8359	SNORA63
8372	INPP5B
8380	RNU6-510P
8380	SF3A3
8382	FHL3
8382	UTP11L
8392	POU3F1
8392	RP5-884C9.2
8485	RNU6-753P
8615	RP5-864K19.4
8615	RRAGC
8621	GJA9
8621	MYCBP
8626	RHBDL2
8638	AKIRIN1
8660	MACF1
8671	RNU6-608P
8712	RP11-420K8.1
8763	KIAA0754
8786	BMP8A
8797	PABPC4
8797	PPIEL
8797	RP11-69E11.8
8797	SNORA55
8799	PABPC4
8821	HEYL
8829	NT5C1A
8833	HPCAL4
8834	PPIE
8850	BMP8B
8850	RP1-118J21.25
8867	TRIT1
8874	RP1-118J21.5
8875	MYCL
8901	CAP1
8922	PPT1
8939	RLF
8945	RNU6-1237P
8973	TMCO2
8976	RP1-39G22.4
8976	RP1-39G22.7
8976	ZMPSTE24
8989	COL9A2
8994	SMAP2
9022	ZFP69B
9026	ZFP69
9034	EXO5
9034	RP11-656D10.3
9036	RP11-656D10.5
9036	RP11-656D10.6
9039	ZNF684
9063	RIMS3
9076	NFYC-AS1
9076	NFYC
9100	MIR30C1
9100	MIR30E
9100	NFYC
9110	KCNQ4
9125	CITED4
9125	RP5-1066H13.4
9149	CTPS1
9164	SLFNL1
9224	RP11-399E6.1
9224	SCMH1
9250	RP11-399E6.4
9273	EDN2
9282	RP11-486B10.3
9432	HIVEP3
9432	HNRNPFP1
9462	GUCA2B
9464	GUCA2A
9529	RIMKLA
9554	PPCS
9554	ZMYND12
9556	CCDC30
9594	RNU6-536P
9594	RP11-163G10.4
9619	PPIH
9626	YBX1
9639	CLDN19
9641	LEPRE1
9642	C1orf50
9642	LEPRE1
9644	RP5-994D16.9
9660	CCDC23
9660	ERMAP
9673	RP11-342M1.3
9674	ZNF691
9707	SLC2A1-AS1
9707	SLC2A1
9718	RNU6-880P
9720	RNU6-870P
9754	EBNA1BP2
9754	WDR65
9776	EBNA1BP2
9778	EBNA1BP2
9778	TMEM125
9787	TIE1
9793	MPL
9796	CDC20
9796	ELOVL1
9796	RP1-92O14.3
9804	MED8
9804	RP1-92O14.6
9805	MED8
9805	SZT2
9813	SZT2
9818	HYI-AS1
9818	HYI
9818	SZT2-AS1
9818	SZT2
9825	PTPRF
9848	KDM4A
9853	KDM4A-AS1
9853	ST3GAL3
9855	KDM4A-AS1
9855	ST3GAL3
9856	RNU6-1058P
9858	RP11-184I16.4
9858	ST3GAL3
9896	ARTN
9899	IPO13
9899	RP11-7O11.3
9904	DPH2
9904	IPO13
9907	ATP6V0B
9908	ATP6V0B
9908	B4GALT2
9909	CCDC24
9914	RP5-1198O20.4
9914	SLC6A9
9971	DMAP1
10003	AL390776.1
10009	ERI3
10015	RNU6-369P
10026	RNF220
10087	C1orf228
10087	TMEM53
10104	RNU5F-1
10107	RNU5D-1
10109	KIF2C
10116	RP11-269F19.2
10116	RPS8
10116	SNORD55
10117	RPS8
10117	SNORD38A
10117	SNORD46
10118	RPS15AP11
10118	SNORD38B
10119	BEST4
10122	BTBD19
10122	PLK3
10122	TCTEX1D4
10124	BTBD19
10124	PTCH2
10124	RNU5E-6P
10126	PTCH2
10126	RP5-882O7.1
10154	EIF2B3
10154	RP5-882O7.4
10159	HECTD3
10159	UROD
10244	HPDL
10244	MUTYH
10246	MUTYH
10246	TOE1
10247	MUTYH
10247	TOE1
10285	TESK2
10286	CCDC163P
10286	MMACHC
10294	PRDX1
10299	AKR1A1
10303	NASP
10312	CCDC17
10312	GPBP1L1
10320	GPBP1L1
10320	TMEM69
10334	IPP
10339	MAST2
10395	RP4-533D7.4
10413	PIK3R3
10422	TSPAN1
10423	PIK3R3
10423	RP11-322N21.2
10430	LURAP1
10436	POMGNT1
10437	RAD54L
10457	LRRC41
10457	UQCRH
10466	NSUN4
10479	FAAH
10500	DMBX1
10512	KNCN
10526	MKNK1
10526	MOB3C
10539	ATPAF1
10539	EFCAB14-AS1
10539	TEX38
10555	EFCAB14
10567	CYP4B1
10679	CYP4A22-AS1
10679	LINC00853
10682	PDZK1IP1
10687	RP1-18D14.7
10687	TAL1
10689	TAL1
10705	CMPK1
10726	FOXE3
10726	RP11-511I2.2
10727	FOXD2-AS1
10729	FOXD2
10741	AL356458.1
10769	AL591415.1
10941	SLC5A9
11022	SPATA6
11106	BEND5
11184	RP11-141A19.1
11506	ELAVL4
11554	ELAVL4
11554	RP11-567C20.2
11564	RP11-567C20.3
11612	DMRTA2
11612	RP5-850O15.4
11622	RP5-850O15.3
11657	RNU6-1026P
11700	RNU6-1253P
11761	FAF1
11762	CDKN2C
11824	AL162430.1
11824	AL162430.2
11833	RP11-296A18.3
11834	RNF11
11837	RP11-296A18.6
11860	TTC39A
11866	RNU6-877P
11888	EPS15
11888	RP11-253A20.1
11903	EPS15
11903	RP11-191G24.1
11904	RNU6-1281P
11914	OSBPL9
11956	SNORA26
11984	NRD1
11984	RP4-657D16.3
11994	MIR761
12009	NRD1
12033	RAB3B
12033	RN7SL290P
12039	KTI12
12039	RP11-91A18.4
12041	TXNDC12-AS1
12044	BTF3L4
12044	TXNDC12
12063	ZFYVE9
12119	CC2D1B
12129	ORC1
12129	PRPF38A
12173	RP11-25O10.2
12173	ZCCHC11
12186	GPX7
12193	FAM159A
12211	ZYG11B
12243	ZYG11A
12261	ECHDC2
12261	MIR1273F
12261	RP4-631H13.4
12261	SCP2
12299	PODN
12306	RP11-334A14.8
12315	SLC1A7
12331	CPT2
12335	RP5-1024G6.2
12339	C1orf123
12339	RP5-1024G6.7
12341	MAGOH
12341	RP5-1024G6.5
12349	LRP8
12349	RP4-784A16.1
12349	RP4-784A16.2
12357	RP4-784A16.4
12360	LRP8
12360	RP4-784A16.5
12395	DMRTB1
12454	RNU7-95P
12466	GLIS1
12479	SNORA58
12494	NDC1
12494	RP4-654H19.2
12507	DIO1
12507	YIPF1
12515	HSPB11
12515	LRRC42
12530	AL353898.1
12530	LDLRAD1
12530	RP4-758J24.5
12540	MIR4781
12540	TCEANC2
12540	TMEM59
12562	CDCP2
12567	AL357673.1
12571	MRPL37
12576	CYB5RL
12576	MRPL37
12576	RP11-446E24.4
12584	SSBP3-AS1
12596	RP5-997D24.3
12631	SSBP3
12661	RP5-866L20.2
12661	SNORD112
12664	ACOT11
12664	HNRNPA1P63
12676	FAM151A
12676	RP11-240D10.4
12679	MROH7
12679	MROH7-TTC4
12701	TTC4
12723	PARS2
12725	RP11-67L3.2
12725	TTC22
12727	TTC22
12728	C1orf177
12744	DHCR24
12744	RP11-67L3.4
12744	RP11-67L3.5
12761	TMEM61
12763	RP11-12C17.2
12764	BSND
12772	PCSK9
12837	GYG1P3
12837	RP11-101C11.1
12837	USP24
12907	RNU6-830P
13326	PPAP2B
13326	PRKAA2
13387	C1orf168
13388	RP11-378I13.1
13400	C8A
13437	AL161740.1
13437	C8B
13714	AL137855.1
13950	DAB1
13950	OMA1
13957	TACSTD2
13994	MYSM1
14015	JUN
14015	LINC01135
14164	FGGY
14326	RP4-782L23.2
14333	HOOK1
14370	CYP2J2
14413	C1orf87
14652	NFIA
14686	RP4-668G5.1
14773	RP5-833A20.1
14925	TM2D1
14927	INADL
14927	RP11-430G17.3
14945	RNU6-414P
14959	RNU6-1177P
15043	INADL
15076	RNU6-371P
15081	KANK4
15111	USP1
15159	ANGPTL3
15184	DOCK7
15184	RP11-230B22.1
15211	ATG4C
15243	RP4-771M4.2
15375	FOXD3
15375	LINC00466
15375	RP4-792G4.2
15385	ALG6
15385	RP4-792G4.3
15426	EFCAB7
15426	ITGB3BP
15432	EFCAB7
15432	RNU7-123P
15436	DLEU2L
15452	ITGB3BP
15452	PGM1
15504	ROR1
15579	RNU6-809P
15642	RP11-24J23.2
15649	UBE2U
15721	CACHD1
15797	RAVER2
15877	JAK1
15889	RNU6-1176P
15898	MIR101-1
15898	MIR3671
15916	AK4
15945	DNAJC6
15998	RNU2-15P
16000	LEPR
16000	LEPROT
16110	PDE4B
16194	RP11-397C12.1
16209	RNU4-88P
16366	SGIP1
16441	TCTEX1D1
16462	INSL5
16485	MIER1
16485	WDR78
16528	SLC35D1
16538	SNORA31
16546	C1orf141
16552	IL23R
16563	RNU6-586P
16573	AL109843.1
16573	C1orf141
16582	RNU4ATAC4P
16589	IL12RB2
16621	RNU6-387P
16630	SERBP1
16659	RNU6-1031P
16704	GADD45A
16730	RNU7-80P
16750	GNG12-AS1
16750	GNG12
16822	AL157407.1
16822	DIRAS3
16858	MIR1262
16875	WLS
16927	RPE65
16935	RP4-694A7.2
16944	DEPDC1
16944	RP4-694A7.4
17296	LRRC7
17445	RP11-181B18.1
17491	LRRC7
17508	LRRC40
17508	SRSF11
17514	RP4-677H15.4
17514	SRSF11
17523	SRSF11
17565	ANKRD13C
17565	HHLA3
17566	RP11-180O5.2
17584	CTH
17731	RP3-333A15.1
17771	PTGER3
17771	ZRANB2-AS1
17777	MIR186
17777	ZRANB2
17782	ZRANB2-AS2
17782	ZRANB2
17892	ZRANB2-AS2
17940	RP11-82L20.1
18161	NEGR1
18671	RNU4ATAC8P
18777	FPGT
18777	FPGT-TNNI3K
18777	LRRIQ3
18777	TNNI3K
18837	RP11-439H8.4
18868	RP4-650F12.2
18887	LRRC53
18949	C1orf173
18961	CRYZ
18961	TYW3
19105	LHX8
19106	RP11-510C10.2
19106	RP11-510C10.3
19282	SLC44A5
19307	ACADM
19307	RP4-682C21.5
19327	RABGGTB
19328	RABGGTB
19328	SNORD45A
19328	SNORD45B
19328	SNORD45C
19331	MSH4
19331	RABGGTB
19411	ST6GALNAC3
19638	RNU6-161P
19672	ST6GALNAC5
19759	RP4-564M11.2
19801	PIGK
19820	AK5
19833	AK5
19833	RP11-375A5.1
19847	AC095030.1
19858	RNU7-8P
19936	ZZZ3
19952	USP33
19956	FAM73A
19956	RNA5SP21
19983	NEXN-AS1
19983	NEXN
20005	DNAJB4
20005	FUBP1
20005	GIPC2
20038	RNU6-1102P
20038	RP11-386I14.3
20106	PTGFR
20194	IFI44L
20203	IFI44
20214	AC104837.1
20323	ELTD1
21104	LPHN2
22053	TTLL7
22073	PRKACB
22073	RP11-486G15.2
22145	SNORA2
22152	SAMD13
22189	DNASE2B
22189	UOX
22212	RPF1
22219	GNG5
22219	SPATA1
22233	CTBS
22260	C1orf180
22279	SSX2IP
22313	AC104169.1
22347	LPAR3
22368	MCOLN2
22368	WDR63
22387	MCOLN3
22428	SYDE2
22444	C1orf52
22446	AL590113.1
22446	BCL10
22446	RP11-131L23.1
22564	DDAH1
22564	RP11-290M5.4
22565	CYR61
22566	SNORD81
22608	ZNHIT6
22765	COL24A1
22853	ODF2L
22861	CLCA2
22884	CLCA1
22914	CLCA4
22964	RP4-651E10.4
22974	RP4-612B15.3
22974	SH3GLB1
23051	HS2ST1
23051	SEP15
23064	RP4-604K5.2
23141	AL139139.1
23210	LMO4
23668	PKN2
23668	RP11-76N22.2
23712	RNU6-125P
23730	GTF2B
23754	CCBL2
23754	RBMXL1
23802	GBP2
23816	GBP7
23828	GBP4
23851	RP4-620F22.2
23855	GBP5
23886	GBP6
23935	LRRC8B
23963	LRRC8C
23963	RP11-302M6.4
23963	RP5-1007M22.2
24013	LRRC8D
24013	RP5-943J3.2
24069	GEMIN8P4
24069	ZNF326
24279	U3
24303	BARHL2
24406	ZNF644
24535	HFM1
24557	CDC7
24672	TGFBR3
24680	BRDT
24701	EPHX4
24714	BTBD8
24745	KIAA1107
24757	C1orf146
24779	GLMN
24779	RPAP2
24836	GFI1
24910	RNU4-59P
24928	EVI5
24937	RPL5
24939	RPL5
24939	SNORA66
24939	SNORD21
24942	SNORA51
24968	FAM69A
24971	RNU6-970P
24976	AC093577.1
24986	RNU6-210P
25008	MTF2
25039	CCDC18
25039	TMED5
25098	DR1
25098	RP4-717I23.3
25125	FNBP1L
25168	BCAR3
25168	RP5-1033H22.2
25242	BCAR3
25242	MIR760
25242	RP4-561L24.3
25247	DNTTIP2
25256	GCLM
25311	ABCA4
25324	RP11-78O9.1
25328	ARHGAP29
25328	RN7SL440P
25366	ARHGAP29
25405	ABCD3
25445	F3
25519	LINC01057
25519	SLC44A3
25529	RP11-465K1.2
25555	CNN3
25555	RP4-639F20.1
25594	RP11-313A24.1
25596	ALG14
25607	RP11-57H12.2
25607	TMEM56
25607	TMEM56-RWDD3
25643	RP11-57H12.3
25643	RWDD3
25649	RP11-57H12.5
25725	AL356479.1
25848	AC092812.1
25979	RNU1-130P
26137	PTBP2
26184	AL592205.1
26246	DPYD-AS1
26502	DPYD-AS2
26553	DPYD
26609	MIR137HG
26816	SNX7
26936	LPPR5
26936	RP5-896L10.1
27027	LPPR4
27152	PALMD
27180	FRRS1
27182	RNU4-75P
27194	AL451051.1
27202	AGL
27243	RP5-884G6.2
27243	SLC35A3
27247	RNU6-750P
27252	RNU6-1318P
27261	HIAT1
27293	SASS6
27294	TRMT13
27306	LRRC39
27326	DBT
27326	RP11-305E17.4
27330	RP11-305E17.6
27330	RTCA
27331	MIR553
27345	CDC14A
27345	RP5-837M10.2
27352	AC104457.1
27391	RP5-837M10.4
27405	GPR88
27468	VCAM1
27516	EXTL2
27516	SLC30A7
27555	RP11-421L21.2
27567	DPH5
27567	RP11-421L21.3
27596	SCARNA16
27620	RP4-575N6.4
27620	S1PR1
27856	RNU6-352P
28262	COL11A1
28434	RN7SKP285
28434	RNPC3
28434	RP11-153F1.1
28439	AMY2B
28439	RNPC3
29514	PRMT6
29540	NTNG1
29638	AC114491.1
29786	VAV3-AS1
29786	VAV3
29787	VAV3
29861	RP11-483I13.5
29861	SLC25A24
29943	FAM102B
29973	HENMT1
29980	PRPF38B
29985	FNDC7
29993	RP11-293A10.3
29995	STXBP3
